DIA,MES,HORA,MIN,Vlo_change,Emp_change,temporada_alta,periodo_dia,DIANOM,MESNOM,Des_I,TIPOVUELO,OPERA,atraso_15
21,2,7,14,0,1,1,mañana,Martes,Feb,SPJC,I,Avianca,0
21,2,7,20,0,0,1,mañana,Martes,Feb,SCAT,N,Sky Airline,0
21,2,7,20,0,0,1,mañana,Martes,Feb,SCFA,N,Grupo LATAM,1
21,2,7,25,0,0,1,mañana,Martes,Feb,SCDA,N,Grupo LATAM,0
21,2,7,30,0,0,1,mañana,Martes,Feb,SCFA,N,Sky Airline,0
21,2,7,40,0,1,1,mañana,Martes,Feb,SCBA,N,Grupo LATAM,0
21,2,7,40,0,0,1,mañana,Martes,Feb,SPJC,I,Grupo LATAM,0
21,2,7,45,0,1,1,mañana,Martes,Feb,SCTE,N,Grupo LATAM,0
21,2,7,45,0,0,1,mañana,Martes,Feb,SBGL,I,Grupo LATAM,1
21,2,7,53,0,0,1,mañana,Martes,Feb,SKBO,I,Avianca,0
21,2,7,55,0,0,1,mañana,Martes,Feb,SABE,I,Grupo LATAM,0
21,2,7,55,0,0,1,mañana,Martes,Feb,SCAT,N,Grupo LATAM,0
21,2,8,0,0,1,1,mañana,Martes,Feb,SCQP,N,Grupo LATAM,0
21,2,8,0,0,0,1,mañana,Martes,Feb,SCQP,N,Sky Airline,0
21,2,8,0,0,0,1,mañana,Martes,Feb,SCCI,N,Sky Airline,0
21,2,8,5,0,0,1,mañana,Martes,Feb,SAEZ,I,Sky Airline,1
21,2,8,15,0,0,1,mañana,Martes,Feb,SAEZ,I,Grupo LATAM,1
21,2,8,15,0,1,1,mañana,Martes,Feb,SCTE,N,Grupo LATAM,0
21,2,8,25,0,0,1,mañana,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,8,30,0,0,1,mañana,Martes,Feb,SBGR,I,Grupo LATAM,0
21,2,8,30,0,0,1,mañana,Martes,Feb,SUMU,I,Sky Airline,0
21,2,8,35,0,1,1,mañana,Martes,Feb,SCSE,N,Grupo LATAM,0
21,2,8,50,0,0,1,mañana,Martes,Feb,SUMU,I,Grupo LATAM,0
21,2,8,55,0,0,1,mañana,Martes,Feb,SCTE,N,Sky Airline,0
21,2,8,55,0,1,1,mañana,Martes,Feb,SCTE,N,Grupo LATAM,0
21,2,9,0,0,0,1,mañana,Martes,Feb,SBGR,I,Grupo LATAM,1
21,2,9,10,0,0,1,mañana,Martes,Feb,SAME,I,Grupo LATAM,0
21,2,9,15,0,0,1,mañana,Martes,Feb,SPJC,I,Grupo LATAM,1
21,2,9,20,0,0,1,mañana,Martes,Feb,SABE,I,Grupo LATAM,0
21,2,9,20,0,0,1,mañana,Martes,Feb,SABE,I,Aerolineas Argentinas,0
21,2,9,30,0,0,1,mañana,Martes,Feb,SCAR,N,Grupo LATAM,0
21,2,9,30,0,0,1,mañana,Martes,Feb,SACO,I,Grupo LATAM,0
21,2,9,40,0,1,1,mañana,Martes,Feb,SCIE,N,Grupo LATAM,0
21,2,9,50,0,0,1,mañana,Martes,Feb,SCSE,N,Sky Airline,0
21,2,10,0,0,1,1,mañana,Martes,Feb,SCJO,N,Grupo LATAM,0
21,2,10,25,0,0,1,mañana,Martes,Feb,SCPQ,N,Grupo LATAM,0
21,2,10,35,0,0,1,mañana,Martes,Feb,SABE,I,Aerolineas Argentinas,0
21,2,10,45,0,0,1,mañana,Martes,Feb,SBGR,I,Grupo LATAM,0
21,2,10,55,0,0,1,mañana,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,11,0,0,1,1,mañana,Martes,Feb,SCSE,N,Grupo LATAM,0
21,2,11,0,0,0,1,mañana,Martes,Feb,SCCF,N,Grupo LATAM,0
21,2,11,0,0,1,1,mañana,Martes,Feb,SPJC,I,Latin American Wings,0
21,2,11,5,0,0,1,mañana,Martes,Feb,SCDA,N,Sky Airline,0
21,2,11,5,0,0,1,mañana,Martes,Feb,SCNT,N,Grupo LATAM,0
21,2,11,10,0,1,1,mañana,Martes,Feb,SABE,I,Grupo LATAM,0
21,2,11,25,0,0,1,mañana,Martes,Feb,SAME,I,Grupo LATAM,0
21,2,11,30,0,1,1,mañana,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,11,45,0,0,1,mañana,Martes,Feb,SCCF,N,Sky Airline,0
21,2,12,0,0,1,1,tarde,Martes,Feb,SCIE,N,Grupo LATAM,0
21,2,12,5,0,0,1,tarde,Martes,Feb,SCFA,N,Sky Airline,0
21,2,12,5,0,1,1,tarde,Martes,Feb,SCQP,N,Grupo LATAM,0
21,2,12,5,0,1,1,tarde,Martes,Feb,SCBA,N,Grupo LATAM,0
21,2,12,8,0,0,1,tarde,Martes,Feb,MPTO,I,Copa Air,0
21,2,12,30,0,0,1,tarde,Martes,Feb,SCQP,N,Sky Airline,0
21,2,12,30,0,0,1,tarde,Martes,Feb,SCNT,N,Sky Airline,0
21,2,12,35,0,1,1,tarde,Martes,Feb,SCCF,N,Grupo LATAM,0
21,2,12,45,0,0,1,tarde,Martes,Feb,SAEZ,I,K.L.M.,0
21,2,12,45,0,0,1,tarde,Martes,Feb,LIRF,I,Alitalia,0
21,2,12,55,0,1,1,tarde,Martes,Feb,SCTE,N,Grupo LATAM,0
21,2,13,10,0,1,1,tarde,Martes,Feb,SCBA,N,Grupo LATAM,0
21,2,13,15,0,0,1,tarde,Martes,Feb,SCAR,N,Sky Airline,0
21,2,13,15,0,0,1,tarde,Martes,Feb,SCDA,N,Grupo LATAM,0
21,2,13,15,0,0,1,tarde,Martes,Feb,SBGL,I,Grupo LATAM,0
21,2,13,20,0,0,1,tarde,Martes,Feb,SCTE,N,Sky Airline,0
21,2,13,20,0,1,1,tarde,Martes,Feb,SCTE,N,Grupo LATAM,0
21,2,13,30,0,0,1,tarde,Martes,Feb,SBGR,I,Grupo LATAM,1
21,2,13,35,0,0,1,tarde,Martes,Feb,SAEZ,I,Sky Airline,1
21,2,13,35,0,1,1,tarde,Martes,Feb,YSSY,I,Qantas Airways,0
21,2,13,40,0,0,1,tarde,Martes,Feb,LEMD,I,Iberia,1
21,2,13,45,0,1,1,tarde,Martes,Feb,SCTE,N,Grupo LATAM,0
21,2,13,45,0,1,1,tarde,Martes,Feb,SCCF,N,Grupo LATAM,0
21,2,13,50,0,0,1,tarde,Martes,Feb,SCBA,N,Grupo LATAM,0
21,2,14,0,0,1,1,tarde,Martes,Feb,SCVD,N,Grupo LATAM,0
21,2,14,5,0,0,1,tarde,Martes,Feb,SKBO,I,Grupo LATAM,0
21,2,14,20,0,1,1,tarde,Martes,Feb,SCCF,N,Grupo LATAM,0
21,2,14,25,0,0,1,tarde,Martes,Feb,SBGL,I,Grupo LATAM,0
21,2,14,25,0,0,1,tarde,Martes,Feb,SCFA,N,Sky Airline,0
21,2,14,25,0,0,1,tarde,Martes,Feb,LFPG,I,Air France,0
21,2,14,30,0,0,1,tarde,Martes,Feb,SPJC,I,Grupo LATAM,0
21,2,14,40,0,0,1,tarde,Martes,Feb,SGAS,I,Grupo LATAM,0
21,2,14,50,0,0,1,tarde,Martes,Feb,SCVD,N,Sky Airline,0
21,2,15,5,0,0,1,tarde,Martes,Feb,SPJC,I,Grupo LATAM,0
21,2,15,10,0,0,1,tarde,Martes,Feb,SPJC,I,Sky Airline,1
21,2,15,20,0,0,1,tarde,Martes,Feb,SAME,I,Grupo LATAM,0
21,2,15,20,0,0,1,tarde,Martes,Feb,SBGR,I,Gol Trans,0
21,2,15,30,0,1,1,tarde,Martes,Feb,SCIE,N,Grupo LATAM,0
21,2,15,35,0,0,1,tarde,Martes,Feb,SBFL,I,Grupo LATAM,0
21,2,15,35,0,0,1,tarde,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,15,35,0,0,1,tarde,Martes,Feb,SAEZ,I,Grupo LATAM,0
21,2,15,40,0,0,1,tarde,Martes,Feb,SCAT,N,Grupo LATAM,0
21,2,15,50,0,0,1,tarde,Martes,Feb,SCCF,N,Sky Airline,0
21,2,15,55,0,1,1,tarde,Martes,Feb,SCCI,N,Grupo LATAM,0
21,2,16,5,0,1,1,tarde,Martes,Feb,SCAR,N,Grupo LATAM,0
21,2,16,10,0,1,1,tarde,Martes,Feb,SCQP,N,Grupo LATAM,0
21,2,16,16,0,0,1,tarde,Martes,Feb,SKBO,I,Avianca,1
21,2,16,20,0,0,1,tarde,Martes,Feb,SPJC,I,Grupo LATAM,0
21,2,16,25,0,0,1,tarde,Martes,Feb,SCQP,N,Sky Airline,0
21,2,16,40,0,0,1,tarde,Martes,Feb,SAEZ,I,Grupo LATAM,0
21,2,16,40,0,0,1,tarde,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,16,45,0,0,1,tarde,Martes,Feb,SBGR,I,Grupo LATAM,1
21,2,16,45,0,0,1,tarde,Martes,Feb,SABE,I,Aerolineas Argentinas,0
21,2,17,0,0,0,1,tarde,Martes,Feb,SCSE,N,Sky Airline,0
21,2,17,0,0,0,1,tarde,Martes,Feb,SABE,I,Grupo LATAM,0
21,2,17,10,0,1,1,tarde,Martes,Feb,SEGU,I,Grupo LATAM,0
21,2,17,25,0,1,1,tarde,Martes,Feb,SCQP,N,Grupo LATAM,0
21,2,17,30,0,1,1,tarde,Martes,Feb,SCSE,N,Grupo LATAM,0
21,2,17,45,0,0,1,tarde,Martes,Feb,SCFA,N,Sky Airline,0
21,2,17,45,0,0,1,tarde,Martes,Feb,SCDA,N,Grupo LATAM,0
21,2,18,0,0,0,1,tarde,Martes,Feb,SCAT,N,Sky Airline,0
21,2,18,0,0,0,1,tarde,Martes,Feb,SCCF,N,Sky Airline,0
21,2,18,5,0,0,1,tarde,Martes,Feb,SCCF,N,Grupo LATAM,0
21,2,18,5,0,0,1,tarde,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,18,15,0,1,1,tarde,Martes,Feb,SCIE,N,Grupo LATAM,0
21,2,18,20,0,1,1,tarde,Martes,Feb,SCCI,N,Grupo LATAM,0
21,2,18,25,0,0,1,tarde,Martes,Feb,SBGL,I,Grupo LATAM,0
21,2,18,40,0,1,1,tarde,Martes,Feb,SCQP,N,Grupo LATAM,0
21,2,18,40,0,0,1,tarde,Martes,Feb,SCDA,N,Sky Airline,0
21,2,18,45,0,1,1,tarde,Martes,Feb,SCAT,N,Grupo LATAM,0
21,2,18,55,0,0,1,tarde,Martes,Feb,SACO,I,Sky Airline,1
21,2,18,55,0,0,1,tarde,Martes,Feb,SCFA,N,Sky Airline,0
21,2,19,0,0,0,1,noche,Martes,Feb,SCIP,N,Grupo LATAM,0
21,2,19,15,0,1,1,noche,Martes,Feb,SCSE,N,Grupo LATAM,0
21,2,19,20,0,0,1,noche,Martes,Feb,SCTE,N,Sky Airline,0
21,2,19,25,0,0,1,noche,Martes,Feb,SAEZ,I,Aerolineas Argentinas,0
21,2,19,30,0,0,1,noche,Martes,Feb,SCIE,N,Sky Airline,0
21,2,19,35,0,1,1,noche,Martes,Feb,SCDA,N,Grupo LATAM,0
21,2,19,35,0,0,1,noche,Martes,Feb,SCCF,N,Grupo LATAM,0
21,2,19,40,0,1,1,noche,Martes,Feb,SCTE,N,Grupo LATAM,0
21,2,19,45,0,0,1,noche,Martes,Feb,SBGR,I,Grupo LATAM,0
21,2,19,50,0,1,1,noche,Martes,Feb,SPJC,I,Grupo LATAM,1
21,2,19,55,0,0,1,noche,Martes,Feb,LEMD,I,Grupo LATAM,1
21,2,20,0,0,0,1,noche,Martes,Feb,SCAR,N,Sky Airline,0
21,2,20,5,0,1,1,noche,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,20,10,0,0,1,noche,Martes,Feb,SPJC,I,Grupo LATAM,0
21,2,20,10,0,0,1,noche,Martes,Feb,SCDA,N,Sky Airline,0
21,2,20,20,0,1,1,noche,Martes,Feb,SCIE,N,Grupo LATAM,0
21,2,20,35,0,0,1,noche,Martes,Feb,SBGR,I,Grupo LATAM,0
21,2,20,40,0,0,1,noche,Martes,Feb,SCDA,N,Grupo LATAM,0
21,2,20,40,0,1,1,noche,Martes,Feb,SCCF,N,Grupo LATAM,0
21,2,20,55,0,1,1,noche,Martes,Feb,SCTE,N,Grupo LATAM,0
21,2,21,0,0,1,1,noche,Martes,Feb,SCCI,N,Grupo LATAM,0
21,2,21,10,0,0,1,noche,Martes,Feb,SAEZ,I,Sky Airline,0
21,2,21,40,1,0,1,noche,Martes,Feb,SAEZ,I,Grupo LATAM,1
21,2,21,40,0,1,1,noche,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,21,50,0,0,1,noche,Martes,Feb,KATL,I,Delta Air,0
21,2,22,0,0,0,1,noche,Martes,Feb,KMIA,I,American Airlines,0
21,2,22,10,0,0,1,noche,Martes,Feb,SUMU,I,Grupo LATAM,0
21,2,22,10,0,1,1,noche,Martes,Feb,SCFA,N,Grupo LATAM,0
21,2,22,30,0,0,1,noche,Martes,Feb,SPJC,I,Grupo LATAM,1
21,2,22,30,0,0,1,noche,Martes,Feb,KDFW,I,American Airlines,0
22,2,22,40,0,0,1,noche,Miercoles,Feb,KIAH,I,United Airlines,1
21,2,22,40,0,0,1,noche,Martes,Feb,SCCI,N,Grupo LATAM,0
21,2,22,40,0,0,1,noche,Martes,Feb,SPJC,I,Sky Airline,0
21,2,23,15,0,1,1,noche,Martes,Feb,SCDA,N,Grupo LATAM,0
21,2,23,35,0,0,1,noche,Martes,Feb,KMIA,I,Grupo LATAM,0
22,2,23,55,0,0,1,noche,Miercoles,Feb,KLAX,I,Grupo LATAM,1
22,2,23,55,0,0,1,noche,Miercoles,Feb,SAEZ,I,Grupo LATAM,1
22,2,0,30,0,0,1,noche,Miercoles,Feb,KMCO,I,Grupo LATAM,1
22,2,0,35,0,0,1,noche,Miercoles,Feb,NZAA,I,Grupo LATAM,0
22,2,1,15,0,1,1,noche,Miercoles,Feb,SPJC,I,Latin American Wings,1
22,2,1,23,0,0,1,noche,Miercoles,Feb,MPTO,I,Copa Air,0
22,2,1,40,0,0,1,noche,Miercoles,Feb,SKBO,I,Grupo LATAM,0
22,2,1,42,0,0,1,noche,Miercoles,Feb,MPTO,I,Copa Air,0
22,2,1,50,0,1,1,noche,Miercoles,Feb,SCAR,N,Grupo LATAM,0
22,2,3,5,0,0,1,noche,Miercoles,Feb,SBGL,I,Gol Trans,0
22,2,3,20,0,0,1,noche,Miercoles,Feb,MPTO,I,Copa Air,0
22,2,4,50,0,0,1,noche,Miercoles,Feb,SCCF,N,Grupo LATAM,0
22,2,4,55,0,1,1,noche,Miercoles,Feb,SPJC,I,Grupo LATAM,0
22,2,5,10,0,0,1,mañana,Miercoles,Feb,SCDA,N,Grupo LATAM,0
22,2,5,10,0,0,1,mañana,Miercoles,Feb,SCDA,N,Sky Airline,0
22,2,5,10,0,0,1,mañana,Miercoles,Feb,SBGR,I,Grupo LATAM,0
22,2,5,25,0,1,1,mañana,Miercoles,Feb,SPJC,I,Grupo LATAM,0
22,2,5,40,0,0,1,mañana,Miercoles,Feb,SCAR,N,Sky Airline,0
22,2,5,51,0,0,1,mañana,Miercoles,Feb,MPTO,I,Copa Air,0
22,2,5,55,0,0,1,mañana,Miercoles,Feb,SPJC,I,Sky Airline,0
22,2,6,5,0,0,1,mañana,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,6,5,0,0,1,mañana,Miercoles,Feb,SCFA,N,Sky Airline,0
22,2,6,18,0,0,1,mañana,Miercoles,Feb,MPTO,I,Copa Air,0
22,2,6,25,0,0,1,mañana,Miercoles,Feb,SCTE,N,Sky Airline,0
22,2,6,30,0,0,1,mañana,Miercoles,Feb,SCCF,N,Sky Airline,0
22,2,6,30,0,1,1,mañana,Miercoles,Feb,SCCI,N,Grupo LATAM,1
22,2,6,35,0,0,1,mañana,Miercoles,Feb,SBFL,I,Grupo LATAM,0
22,2,6,40,0,0,1,mañana,Miercoles,Feb,SCIE,N,Sky Airline,0
22,2,6,40,0,0,1,mañana,Miercoles,Feb,SCDA,N,Grupo LATAM,0
22,2,6,40,0,1,1,mañana,Miercoles,Feb,SCIE,N,Grupo LATAM,0
22,2,6,45,0,1,1,mañana,Miercoles,Feb,SCCF,N,Grupo LATAM,0
22,2,6,45,0,0,1,mañana,Miercoles,Feb,SLLP,I,Grupo LATAM,0
22,2,7,10,0,0,1,mañana,Miercoles,Feb,SBGR,I,Gol Trans,0
22,2,7,10,0,1,1,mañana,Miercoles,Feb,SCTE,N,Grupo LATAM,0
22,2,7,14,0,1,1,mañana,Miercoles,Feb,SPJC,I,Avianca,0
22,2,7,15,0,0,1,mañana,Miercoles,Feb,SCAT,N,Grupo LATAM,0
22,2,7,20,0,0,1,mañana,Miercoles,Feb,SCAT,N,Sky Airline,0
22,2,7,25,0,0,1,mañana,Miercoles,Feb,SCDA,N,Grupo LATAM,0
22,2,7,30,0,0,1,mañana,Miercoles,Feb,SCFA,N,Sky Airline,0
22,2,7,35,0,1,1,mañana,Miercoles,Feb,SCBA,N,Grupo LATAM,0
22,2,7,35,0,1,1,mañana,Miercoles,Feb,SPJC,I,Grupo LATAM,0
22,2,7,45,0,0,1,mañana,Miercoles,Feb,SBGL,I,Grupo LATAM,0
22,2,7,45,0,0,1,mañana,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,7,50,0,1,1,mañana,Miercoles,Feb,SCTE,N,Grupo LATAM,0
22,2,7,53,0,0,1,mañana,Miercoles,Feb,SKBO,I,Avianca,0
22,2,7,55,0,0,1,mañana,Miercoles,Feb,SABE,I,Grupo LATAM,0
22,2,8,0,0,0,1,mañana,Miercoles,Feb,SCCI,N,Sky Airline,0
22,2,8,0,0,0,1,mañana,Miercoles,Feb,SCQP,N,Sky Airline,0
22,2,8,0,0,0,1,mañana,Miercoles,Feb,SCCF,N,Grupo LATAM,0
22,2,8,5,0,0,1,mañana,Miercoles,Feb,SAEZ,I,Sky Airline,0
22,2,8,15,0,0,1,mañana,Miercoles,Feb,SAEZ,I,Grupo LATAM,0
22,2,8,20,0,1,1,mañana,Miercoles,Feb,SCIE,N,Grupo LATAM,0
22,2,8,30,0,0,1,mañana,Miercoles,Feb,SBGR,I,Grupo LATAM,0
22,2,8,30,0,0,1,mañana,Miercoles,Feb,SCCF,N,Grupo LATAM,0
22,2,8,30,0,0,1,mañana,Miercoles,Feb,SUMU,I,Sky Airline,0
22,2,8,40,0,0,1,mañana,Miercoles,Feb,SKBO,I,Grupo LATAM,0
22,2,8,45,0,0,1,mañana,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,8,50,0,0,1,mañana,Miercoles,Feb,SUMU,I,Grupo LATAM,0
22,2,8,50,0,1,1,mañana,Miercoles,Feb,SCQP,N,Grupo LATAM,0
22,2,8,55,0,0,1,mañana,Miercoles,Feb,SCTE,N,Sky Airline,0
22,2,9,0,0,0,1,mañana,Miercoles,Feb,SBGR,I,Grupo LATAM,1
22,2,9,10,0,0,1,mañana,Miercoles,Feb,SAME,I,Grupo LATAM,0
22,2,9,15,0,0,1,mañana,Miercoles,Feb,SPJC,I,Grupo LATAM,0
22,2,9,15,0,0,1,mañana,Miercoles,Feb,SCAR,N,Grupo LATAM,0
22,2,9,20,0,0,1,mañana,Miercoles,Feb,SABE,I,Aerolineas Argentinas,0
22,2,9,20,0,0,1,mañana,Miercoles,Feb,SABE,I,Grupo LATAM,0
22,2,9,30,0,1,1,mañana,Miercoles,Feb,SCSE,N,Grupo LATAM,0
22,2,9,30,0,0,1,mañana,Miercoles,Feb,SACO,I,Grupo LATAM,0
22,2,9,35,0,0,1,mañana,Miercoles,Feb,SCIP,N,Grupo LATAM,1
22,2,9,50,0,0,1,mañana,Miercoles,Feb,SCSE,N,Sky Airline,0
22,2,9,55,0,0,1,mañana,Miercoles,Feb,KMIA,I,Grupo LATAM,0
22,2,10,15,0,0,1,mañana,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,10,25,0,0,1,mañana,Miercoles,Feb,SCPQ,N,Grupo LATAM,0
22,2,10,30,0,1,1,mañana,Miercoles,Feb,SCCI,N,Grupo LATAM,0
22,2,10,35,0,0,1,mañana,Miercoles,Feb,SABE,I,Aerolineas Argentinas,1
22,2,10,45,0,0,1,mañana,Miercoles,Feb,SBGR,I,Grupo LATAM,0
22,2,11,0,0,0,1,mañana,Miercoles,Feb,SCVD,N,Sky Airline,1
22,2,11,0,0,1,1,mañana,Miercoles,Feb,SPJC,I,Latin American Wings,0
22,2,11,5,0,0,1,mañana,Miercoles,Feb,SCDA,N,Sky Airline,0
22,2,11,10,1,0,1,mañana,Miercoles,Feb,SAEZ,I,Grupo LATAM,0
22,2,11,25,0,0,1,mañana,Miercoles,Feb,SAME,I,Grupo LATAM,0
22,2,11,45,0,0,1,mañana,Miercoles,Feb,SCCF,N,Sky Airline,0
22,2,11,50,0,1,1,mañana,Miercoles,Feb,SCBA,N,Grupo LATAM,0
22,2,12,0,0,1,1,tarde,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,12,5,0,0,1,tarde,Miercoles,Feb,SCFA,N,Sky Airline,0
22,2,12,8,0,0,1,tarde,Miercoles,Feb,MPTO,I,Copa Air,0
22,2,12,10,0,1,1,tarde,Miercoles,Feb,SCQP,N,Grupo LATAM,0
22,2,12,15,0,1,1,tarde,Miercoles,Feb,SCCI,N,Grupo LATAM,0
22,2,12,15,0,1,1,tarde,Miercoles,Feb,SCCF,N,Grupo LATAM,0
22,2,12,30,0,0,1,tarde,Miercoles,Feb,SCQP,N,Sky Airline,0
22,2,12,45,0,0,1,tarde,Miercoles,Feb,SAEZ,I,K.L.M.,0
22,2,12,45,0,1,1,tarde,Miercoles,Feb,SCSE,N,Grupo LATAM,0
22,2,13,15,0,1,1,tarde,Miercoles,Feb,SCTE,N,Grupo LATAM,0
22,2,13,15,0,0,1,tarde,Miercoles,Feb,SBGL,I,Grupo LATAM,0
22,2,13,15,0,0,1,tarde,Miercoles,Feb,SCAR,N,Sky Airline,0
22,2,13,20,0,0,1,tarde,Miercoles,Feb,SCBA,N,Grupo LATAM,0
22,2,13,25,0,1,1,tarde,Miercoles,Feb,SCIE,N,Grupo LATAM,0
22,2,13,30,0,0,1,tarde,Miercoles,Feb,SBGR,I,Grupo LATAM,0
22,2,13,30,0,0,1,tarde,Miercoles,Feb,SCBA,N,Sky Airline,0
22,2,13,35,0,1,1,tarde,Miercoles,Feb,SCTE,N,Grupo LATAM,0
22,2,13,35,0,0,1,tarde,Miercoles,Feb,SAEZ,I,Air Canada,0
22,2,13,35,0,0,1,tarde,Miercoles,Feb,SAEZ,I,Sky Airline,0
22,2,13,35,0,1,1,tarde,Miercoles,Feb,YSSY,I,Qantas Airways,0
22,2,13,40,0,0,1,tarde,Miercoles,Feb,LEMD,I,Iberia,0
22,2,13,55,0,1,1,tarde,Miercoles,Feb,SCVD,N,Grupo LATAM,0
22,2,14,15,0,1,1,tarde,Miercoles,Feb,SCTE,N,Grupo LATAM,0
22,2,14,20,0,0,1,tarde,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,14,25,0,0,1,tarde,Miercoles,Feb,SCFA,N,Sky Airline,0
22,2,14,25,0,0,1,tarde,Miercoles,Feb,SCDA,N,Grupo LATAM,0
22,2,14,25,0,0,1,tarde,Miercoles,Feb,LFPG,I,Air France,0
22,2,14,25,0,0,1,tarde,Miercoles,Feb,SBGL,I,Grupo LATAM,0
22,2,14,30,0,1,1,tarde,Miercoles,Feb,SCCF,N,Grupo LATAM,0
22,2,14,40,0,1,1,tarde,Miercoles,Feb,SCTE,N,Grupo LATAM,0
22,2,14,40,0,0,1,tarde,Miercoles,Feb,SGAS,I,Grupo LATAM,1
22,2,14,50,0,0,1,tarde,Miercoles,Feb,SUMU,I,Grupo LATAM,0
22,2,14,50,0,0,1,tarde,Miercoles,Feb,SCVD,N,Sky Airline,1
22,2,14,55,0,1,1,tarde,Miercoles,Feb,SCAR,N,Grupo LATAM,0
22,2,15,0,0,0,1,tarde,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,15,5,0,0,1,tarde,Miercoles,Feb,SPJC,I,Grupo LATAM,0
22,2,15,10,0,0,1,tarde,Miercoles,Feb,SPJC,I,Sky Airline,1
22,2,15,10,0,0,1,tarde,Miercoles,Feb,SPJC,I,Grupo LATAM,0
22,2,15,20,0,0,1,tarde,Miercoles,Feb,SBGR,I,Gol Trans,1
22,2,15,20,0,0,1,tarde,Miercoles,Feb,SCCI,N,Sky Airline,1
22,2,15,20,0,0,1,tarde,Miercoles,Feb,SAME,I,Grupo LATAM,0
22,2,15,30,0,1,1,tarde,Miercoles,Feb,SCQP,N,Grupo LATAM,0
22,2,15,35,0,0,1,tarde,Miercoles,Feb,SAEZ,I,Grupo LATAM,0
22,2,15,35,0,1,1,tarde,Miercoles,Feb,SCSE,N,Grupo LATAM,0
22,2,15,50,0,0,1,tarde,Miercoles,Feb,SCCF,N,Sky Airline,0
22,2,15,50,0,1,1,tarde,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,16,15,0,1,1,tarde,Miercoles,Feb,SCIE,N,Grupo LATAM,0
22,2,16,16,0,0,1,tarde,Miercoles,Feb,SKBO,I,Avianca,1
22,2,16,20,0,0,1,tarde,Miercoles,Feb,SPJC,I,Grupo LATAM,0
22,2,16,25,0,0,1,tarde,Miercoles,Feb,SCQP,N,Sky Airline,0
22,2,16,25,0,0,1,tarde,Miercoles,Feb,SCQP,N,Grupo LATAM,0
22,2,16,30,0,1,1,tarde,Miercoles,Feb,SCCI,N,Grupo LATAM,0
22,2,16,40,0,0,1,tarde,Miercoles,Feb,SAEZ,I,Grupo LATAM,0
22,2,16,45,0,0,1,tarde,Miercoles,Feb,SABE,I,Aerolineas Argentinas,0
22,2,16,45,0,0,1,tarde,Miercoles,Feb,SBGR,I,Grupo LATAM,0
22,2,16,45,0,0,1,tarde,Miercoles,Feb,SCDA,N,Grupo LATAM,0
22,2,16,50,0,0,1,tarde,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,17,0,0,0,1,tarde,Miercoles,Feb,SABE,I,Grupo LATAM,1
22,2,17,0,0,0,1,tarde,Miercoles,Feb,SCSE,N,Sky Airline,0
22,2,17,5,0,0,1,tarde,Miercoles,Feb,SCDA,N,Sky Airline,1
22,2,17,10,0,1,1,tarde,Miercoles,Feb,SEGU,I,Grupo LATAM,0
22,2,17,15,0,1,1,tarde,Miercoles,Feb,SCSE,N,Grupo LATAM,0
22,2,17,40,0,0,1,tarde,Miercoles,Feb,SCCF,N,Grupo LATAM,0
22,2,18,0,0,1,1,tarde,Miercoles,Feb,SCIE,N,Grupo LATAM,0
22,2,18,0,0,0,1,tarde,Miercoles,Feb,SCAT,N,Sky Airline,0
22,2,18,0,0,0,1,tarde,Miercoles,Feb,SCCF,N,Sky Airline,1
22,2,18,10,0,0,1,tarde,Miercoles,Feb,SCDA,N,Grupo LATAM,0
22,2,18,10,0,0,1,tarde,Miercoles,Feb,SAME,I,Sky Airline,0
22,2,18,15,0,1,1,tarde,Miercoles,Feb,SCFA,N,Grupo LATAM,0
22,2,18,25,0,0,1,tarde,Miercoles,Feb,SBGL,I,Grupo LATAM,0
22,2,18,25,0,1,1,tarde,Miercoles,Feb,SCQP,N,Grupo LATAM,1
22,2,18,40,0,0,1,tarde,Miercoles,Feb,SCFA,N,Sky Airline,1
22,2,18,45,0,1,1,tarde,Miercoles,Feb,SCAT,N,Grupo LATAM,0
22,2,18,45,0,0,1,tarde,Miercoles,Feb,SBGR,I,Grupo LATAM,0
22,2,18,45,0,0,1,tarde,Miercoles,Feb,EGLL,I,British Airways,0
22,2,18,50,0,1,1,tarde,Miercoles,Feb,SCFA,N,Grupo LATAM,1
22,2,18,55,0,0,1,tarde,Miercoles,Feb,SACO,I,Sky Airline,1
